home,score_home,away,score_away,date,place,year
Brazil ,1, Chile,1,28 June 201413:00 BRT (UTC−3),"Estádio Mineirão, Belo HorizonteAttendance: 57,714Referee: Howard Webb (England)",1986
Colombia ,2, Uruguay,0,28 June 201417:00 BRT (UTC−3),"Estádio do Maracanã, Rio de JaneiroAttendance: 73,804Referee: Björn Kuipers (Netherlands)",1986
Netherlands ,2, Mexico,1,29 June 201413:00 BRT (UTC−3),"Estádio Castelão, FortalezaAttendance: 58,817Referee: Pedro Proença (Portugal)",1986
Costa Rica ,1, Greece,1,29 June 201417:00 BRT (UTC−3),"Itaipava Arena Pernambuco, RecifeAttendance: 41,242Referee: Ben Williams (Australia)",1986
France ,2, Nigeria,0,30 June 201413:00 BRT (UTC−3),"Estádio Nacional Mané Garrincha, BrasíliaAttendance: 67,882Referee: Mark Geiger (United States)",1986
Germany ,2, Algeria,1,30 June 201417:00 BRT (UTC−3),"Estádio Beira-Rio, Porto AlegreAttendance: 43,063Referee: Sandro Ricci (Brazil)",1986
Argentina ,1, Switzerland,0,1 July 201413:00 BRT (UTC−3),"Arena Corinthians, São PauloAttendance: 63,255Referee: Jonas Eriksson (Sweden)",1986
Belgium ,2, United States,1,1 July 201417:00 BRT (UTC−3),"Itaipava Arena Fonte Nova, SalvadorAttendance: 51,227Referee: Djamel Haimoudi (Algeria)",1986
France ,0, Germany,1,4 July 201413:00 BRT (UTC−3),"Estádio do Maracanã, Rio de JaneiroAttendance: 74,240Referee: Néstor Pitana (Argentina)",1986
Brazil ,2, Colombia,1,4 July 201417:00 BRT (UTC−3),"Estádio Castelão, FortalezaAttendance: 60,342Referee: Carlos Velasco Carballo (Spain)",1986
Argentina ,1, Belgium,0,5 July 201413:00 BRT (UTC−3),"Estádio Nacional Mané Garrincha, BrasíliaAttendance: 68,551Referee: Nicola Rizzoli (Italy)",1986
Netherlands ,0, Costa Rica,0,5 July 201417:00 BRT (UTC−3),"Itaipava Arena Fonte Nova, SalvadorAttendance: 51,179Referee: Ravshan Irmatov (Uzbekistan)",1986
Brazil ,1, Germany,7,8 July 201417:00 BRT (UTC−3),"Estádio Mineirão, Belo HorizonteAttendance: 58,141Referee: Marco Rodríguez (Mexico)",1986
Netherlands ,0, Argentina,0,9 July 201417:00 BRT (UTC−3),"Arena Corinthians, São PauloAttendance: 63,267Referee: Cüneyt Çakır (Turkey)",1986
Brazil ,0, Netherlands,3,12 July 201417:00 BRT (UTC−3),"Estádio Nacional Mané Garrincha, BrasíliaAttendance: 68,034Referee: Djamel Haimoudi (Algeria)",1986
Germany ,1, Argentina,0,13 July 201416:00 BRT (UTC−3),"Maracanã Stadium, Rio de JaneiroAttendance: 74,738Referee: Nicola Rizzoli (Italy)",1986
Brazil ,3, Croatia,1,12 June 201417:00 BRT (UTC−3),"Arena de São Paulo, São PauloAttendance: 62,103Referee: Yuichi Nishimura (Japan)",1990
Mexico ,1, Cameroon,0,13 June 201413:00 BRT (UTC−3),"Arena das Dunas, NatalAttendance: 39,216Referee: Wilmar Roldán (Colombia)",1990
Brazil ,0, Mexico,0,17 June 201416:00 BRT (UTC−3),"Estádio Castelão, FortalezaAttendance: 60,342Referee: Cüneyt Çakır (Turkey)",1990
Cameroon ,0, Croatia,4,18 June 201418:00 AMT (UTC−4),"Arena da Amazônia, ManausAttendance: 39,982Referee: Pedro Proença (Portugal)",1990
Cameroon ,1, Brazil,4,23 June 201417:00 BRT (UTC−3),"Estádio Nacional Mané Garrincha, BrasíliaAttendance: 69,112Referee: Jonas Eriksson (Sweden)",1990
Croatia ,1, Mexico,3,23 June 201417:00 BRT (UTC−3),"Itaipava Arena Pernambuco, RecifeAttendance: 41,212Referee: Ravshan Irmatov (Uzbekistan)",1990
Spain ,1, Netherlands,5,13 June 201416:00 BRT (UTC−3),"Itaipava Arena Fonte Nova, SalvadorAttendance: 48,173Referee: Nicola Rizzoli (Italy)[75]",1990
Chile ,3, Australia,1,13 June 201418:00 AMT (UTC−4),"Arena Pantanal, CuiabáAttendance: 40,275Referee: Noumandiez Doué (Ivory Coast)[75]",1990
Australia ,2, Netherlands,3,18 June 201413:00 BRT (UTC−3),"Estádio Beira-Rio, Porto AlegreAttendance: 42,877Referee: Djamel Haimoudi (Algeria)",1990
Spain ,0, Chile,2,18 June 201416:00 BRT (UTC−3),"Estádio do Maracanã, Rio de JaneiroAttendance: 74,101Referee: Mark Geiger (United States)",1990
Australia ,0, Spain,3,23 June 201413:00 BRT (UTC−3),"Arena da Baixada, CuritibaAttendance: 39,375Referee: Nawaf Shukralla (Bahrain)",1990
Netherlands ,2, Chile,0,23 June 201413:00 BRT (UTC−3),"Arena de São Paulo, São PauloAttendance: 62,996Referee: Bakary Gassama (Gambia)",1990
Colombia ,3, Greece,0,14 June 201413:00 BRT (UTC−3),"Estádio Mineirão, Belo HorizonteAttendance: 57,174Referee: Mark Geiger (United States)[76]",1990
Ivory Coast ,2, Japan,1,14 June 201422:00 BRT (UTC−3),"Itaipava Arena Pernambuco, RecifeAttendance: 40,267Referee: Enrique Osses (Chile)[76]",1990
Colombia ,2, Ivory Coast,1,19 June 201413:00 BRT (UTC−3),"Estádio Nacional Mané Garrincha, BrasíliaAttendance: 68,748Referee: Howard Webb (England)",1990
Japan ,0, Greece,0,19 June 201419:00 BRT (UTC−3),"Arena das Dunas, NatalAttendance: 39,485Referee: Joel Aguilar (El Salvador)",1990
Japan ,1, Colombia,4,24 June 201416:00 AMT (UTC−4),"Arena Pantanal, CuiabáAttendance: 40,340Referee: Pedro Proença (Portugal)",1990
Greece ,2, Ivory Coast,1,24 June 201417:00 BRT (UTC−3),"Estádio Castelão, FortalezaAttendance: 59,095Referee: Carlos Vera (Ecuador)",1990
Uruguay ,1, Costa Rica,3,14 June 201416:00 BRT (UTC−3),"Estádio Castelão, FortalezaAttendance: 58,679Referee: Felix Brych (Germany)[77]",1990
England ,1, Italy,2,14 June 201418:00 AMT (UTC−4),"Arena da Amazônia, ManausAttendance: 39,800Referee: Björn Kuipers (Netherlands)[77]",1990
Uruguay ,2, England,1,19 June 201416:00 BRT (UTC−3),"Arena de São Paulo, São PauloAttendance: 62,575Referee: Carlos Velasco Carballo (Spain)",1990
Italy ,0, Costa Rica,1,20 June 201413:00 BRT (UTC−3),"Itaipava Arena Pernambuco, RecifeAttendance: 40,285Referee: Enrique Osses (Chile)",1990
Italy ,0, Uruguay,1,24 June 201413:00 BRT (UTC−3),"Arena das Dunas, NatalAttendance: 39,706Referee: Marco Rodríguez (Mexico)",1990
Costa Rica ,0, England,0,24 June 201413:00 BRT (UTC−3),"Estádio Mineirão, Belo HorizonteAttendance: 57,823Referee: Djamel Haimoudi (Algeria)",1990
Switzerland ,2, Ecuador,1,15 June 201413:00 BRT (UTC−3),"Estádio Nacional Mané Garrincha, BrasíliaAttendance: 68,351Referee: Ravshan Irmatov (Uzbekistan)[78]",1990
France ,3, Honduras,0,15 June 201416:00 BRT (UTC−3),"Estádio Beira-Rio, Porto AlegreAttendance: 43,012Referee: Sandro Ricci (Brazil)[78]",1990
Switzerland ,2, France,5,20 June 201416:00 BRT (UTC−3),"Itaipava Arena Fonte Nova, SalvadorAttendance: 51,003Referee: Björn Kuipers (Netherlands)",1990
Honduras ,1, Ecuador,2,20 June 201419:00 BRT (UTC−3),"Arena da Baixada, CuritibaAttendance: 39,224Referee: Ben Williams (Australia)",1990
Honduras ,0, Switzerland,3,25 June 201416:00 AMT (UTC−4),"Arena da Amazônia, ManausAttendance: 40,322Referee: Néstor Pitana (Argentina)",1990
Ecuador ,0, France,0,25 June 201417:00 BRT (UTC−3),"Estádio do Maracanã, Rio de JaneiroAttendance: 73,749Referee: Noumandiez Doué (Ivory Coast)",1990
Argentina ,2, Bosnia and Herzegovina,1,15 June 201419:00 BRT (UTC−3),"Estádio do Maracanã, Rio de JaneiroAttendance: 74,738Referee: Joel Aguilar (El Salvador)[79]",1990
Iran ,0, Nigeria,0,16 June 201416:00 BRT (UTC−3),"Arena da Baixada, CuritibaAttendance: 39,081Referee: Carlos Vera (Ecuador)",1990
Argentina ,1, Iran,0,21 June 201413:00 BRT (UTC−3),"Estádio Mineirão, Belo HorizonteAttendance: 57,698Referee: Milorad Mažić (Serbia)",1990
Nigeria ,1, Bosnia and Herzegovina,0,21 June 201418:00 AMT (UTC−4),"Arena Pantanal, CuiabáAttendance: 40,499Referee: Peter O'Leary (New Zealand)",1990
Nigeria ,2, Argentina,3,25 June 201413:00 BRT (UTC−3),"Estádio Beira-Rio, Porto AlegreAttendance: 43,285Referee: Nicola Rizzoli (Italy)",1990
Bosnia and Herzegovina ,3, Iran,1,25 June 201413:00 BRT (UTC−3),"Itaipava Arena Fonte Nova, SalvadorAttendance: 48,011Referee: Carlos Velasco Carballo (Spain)",1990
Germany ,4, Portugal,0,16 June 201413:00 BRT (UTC−3),"Itaipava Arena Fonte Nova, SalvadorAttendance: 51,081Referee: Milorad Mažić (Serbia)",1990
Ghana ,1, United States,2,16 June 201419:00 BRT (UTC−3),"Arena das Dunas, NatalAttendance: 39,760Referee: Jonas Eriksson (Sweden)",1990
Germany ,2, Ghana,2,21 June 201416:00 BRT (UTC−3),"Estádio Castelão, FortalezaAttendance: 59,621Referee: Sandro Ricci (Brazil)",1990
United States ,2, Portugal,2,22 June 201418:00 AMT (UTC−4),"Arena da Amazônia, ManausAttendance: 40,123Referee: Néstor Pitana (Argentina)",1990
United States ,0, Germany,1,26 June 201413:00 BRT (UTC−3),"Itaipava Arena Pernambuco, RecifeAttendance: 41,876Referee: Ravshan Irmatov (Uzbekistan)",1990
Portugal ,2, Ghana,1,26 June 201413:00 BRT (UTC−3),"Estádio Nacional Mané Garrincha, BrasíliaAttendance: 67,540Referee: Nawaf Shukralla (Bahrain)",1990
Belgium ,2, Algeria,1,17 June 201413:00 BRT (UTC−3),"Estádio Mineirão, Belo HorizonteAttendance: 56,800Referee: Marco Rodríguez (Mexico)",1990
Russia ,1, South Korea,1,17 June 201418:00 AMT (UTC−4),"Arena Pantanal, CuiabáAttendance: 37,603Referee: Néstor Pitana (Argentina)",1990
Belgium ,1, Russia,0,22 June 201413:00 BRT (UTC−3),"Estádio do Maracanã, Rio de JaneiroAttendance: 73,819Referee: Felix Brych (Germany)",1990
South Korea ,2, Algeria,4,22 June 201416:00 BRT (UTC−3),"Estádio Beira-Rio, Porto AlegreAttendance: 42,732Referee: Wilmar Roldán (Colombia)",1990
South Korea ,0, Belgium,1,26 June 201417:00 BRT (UTC−3),"Arena de São Paulo, São PauloAttendance: 61,397Referee: Ben Williams (Australia)",1990
Algeria ,1, Russia,1,26 June 201417:00 BRT (UTC−3),"Arena da Baixada, CuritibaAttendance: 39,311Referee: Cüneyt Çakır (Turkey)",1990
Brazil ,1, Chile,1,28 June 201413:00 BRT (UTC−3),"Estádio Mineirão, Belo HorizonteAttendance: 57,714Referee: Howard Webb (England)",1990
Colombia ,2, Uruguay,0,28 June 201417:00 BRT (UTC−3),"Estádio do Maracanã, Rio de JaneiroAttendance: 73,804Referee: Björn Kuipers (Netherlands)",1990
Netherlands ,2, Mexico,1,29 June 201413:00 BRT (UTC−3),"Estádio Castelão, FortalezaAttendance: 58,817Referee: Pedro Proença (Portugal)",1990
Costa Rica ,1, Greece,1,29 June 201417:00 BRT (UTC−3),"Itaipava Arena Pernambuco, RecifeAttendance: 41,242Referee: Ben Williams (Australia)",1990
France ,2, Nigeria,0,30 June 201413:00 BRT (UTC−3),"Estádio Nacional Mané Garrincha, BrasíliaAttendance: 67,882Referee: Mark Geiger (United States)",1990
Germany ,2, Algeria,1,30 June 201417:00 BRT (UTC−3),"Estádio Beira-Rio, Porto AlegreAttendance: 43,063Referee: Sandro Ricci (Brazil)",1990
Argentina ,1, Switzerland,0,1 July 201413:00 BRT (UTC−3),"Arena Corinthians, São PauloAttendance: 63,255Referee: Jonas Eriksson (Sweden)",1990
Belgium ,2, United States,1,1 July 201417:00 BRT (UTC−3),"Itaipava Arena Fonte Nova, SalvadorAttendance: 51,227Referee: Djamel Haimoudi (Algeria)",1990
France ,0, Germany,1,4 July 201413:00 BRT (UTC−3),"Estádio do Maracanã, Rio de JaneiroAttendance: 74,240Referee: Néstor Pitana (Argentina)",1990
Brazil ,2, Colombia,1,4 July 201417:00 BRT (UTC−3),"Estádio Castelão, FortalezaAttendance: 60,342Referee: Carlos Velasco Carballo (Spain)",1990
Argentina ,1, Belgium,0,5 July 201413:00 BRT (UTC−3),"Estádio Nacional Mané Garrincha, BrasíliaAttendance: 68,551Referee: Nicola Rizzoli (Italy)",1990
Netherlands ,0, Costa Rica,0,5 July 201417:00 BRT (UTC−3),"Itaipava Arena Fonte Nova, SalvadorAttendance: 51,179Referee: Ravshan Irmatov (Uzbekistan)",1990
Brazil ,1, Germany,7,8 July 201417:00 BRT (UTC−3),"Estádio Mineirão, Belo HorizonteAttendance: 58,141Referee: Marco Rodríguez (Mexico)",1990
Netherlands ,0, Argentina,0,9 July 201417:00 BRT (UTC−3),"Arena Corinthians, São PauloAttendance: 63,267Referee: Cüneyt Çakır (Turkey)",1990
Brazil ,0, Netherlands,3,12 July 201417:00 BRT (UTC−3),"Estádio Nacional Mané Garrincha, BrasíliaAttendance: 68,034Referee: Djamel Haimoudi (Algeria)",1990
Germany ,1, Argentina,0,13 July 201416:00 BRT (UTC−3),"Maracanã Stadium, Rio de JaneiroAttendance: 74,738Referee: Nicola Rizzoli (Italy)",1990
Brazil ,3, Croatia,1,12 June 201417:00 BRT (UTC−3),"Arena de São Paulo, São PauloAttendance: 62,103Referee: Yuichi Nishimura (Japan)",1994
Mexico ,1, Cameroon,0,13 June 201413:00 BRT (UTC−3),"Arena das Dunas, NatalAttendance: 39,216Referee: Wilmar Roldán (Colombia)",1994
Brazil ,0, Mexico,0,17 June 201416:00 BRT (UTC−3),"Estádio Castelão, FortalezaAttendance: 60,342Referee: Cüneyt Çakır (Turkey)",1994
Cameroon ,0, Croatia,4,18 June 201418:00 AMT (UTC−4),"Arena da Amazônia, ManausAttendance: 39,982Referee: Pedro Proença (Portugal)",1994
Cameroon ,1, Brazil,4,23 June 201417:00 BRT (UTC−3),"Estádio Nacional Mané Garrincha, BrasíliaAttendance: 69,112Referee: Jonas Eriksson (Sweden)",1994
Croatia ,1, Mexico,3,23 June 201417:00 BRT (UTC−3),"Itaipava Arena Pernambuco, RecifeAttendance: 41,212Referee: Ravshan Irmatov (Uzbekistan)",1994
Spain ,1, Netherlands,5,13 June 201416:00 BRT (UTC−3),"Itaipava Arena Fonte Nova, SalvadorAttendance: 48,173Referee: Nicola Rizzoli (Italy)[75]",1994
Chile ,3, Australia,1,13 June 201418:00 AMT (UTC−4),"Arena Pantanal, CuiabáAttendance: 40,275Referee: Noumandiez Doué (Ivory Coast)[75]",1994
Australia ,2, Netherlands,3,18 June 201413:00 BRT (UTC−3),"Estádio Beira-Rio, Porto AlegreAttendance: 42,877Referee: Djamel Haimoudi (Algeria)",1994
Spain ,0, Chile,2,18 June 201416:00 BRT (UTC−3),"Estádio do Maracanã, Rio de JaneiroAttendance: 74,101Referee: Mark Geiger (United States)",1994
Australia ,0, Spain,3,23 June 201413:00 BRT (UTC−3),"Arena da Baixada, CuritibaAttendance: 39,375Referee: Nawaf Shukralla (Bahrain)",1994
Netherlands ,2, Chile,0,23 June 201413:00 BRT (UTC−3),"Arena de São Paulo, São PauloAttendance: 62,996Referee: Bakary Gassama (Gambia)",1994
Colombia ,3, Greece,0,14 June 201413:00 BRT (UTC−3),"Estádio Mineirão, Belo HorizonteAttendance: 57,174Referee: Mark Geiger (United States)[76]",1994
Ivory Coast ,2, Japan,1,14 June 201422:00 BRT (UTC−3),"Itaipava Arena Pernambuco, RecifeAttendance: 40,267Referee: Enrique Osses (Chile)[76]",1994
Colombia ,2, Ivory Coast,1,19 June 201413:00 BRT (UTC−3),"Estádio Nacional Mané Garrincha, BrasíliaAttendance: 68,748Referee: Howard Webb (England)",1994
Japan ,0, Greece,0,19 June 201419:00 BRT (UTC−3),"Arena das Dunas, NatalAttendance: 39,485Referee: Joel Aguilar (El Salvador)",1994
Japan ,1, Colombia,4,24 June 201416:00 AMT (UTC−4),"Arena Pantanal, CuiabáAttendance: 40,340Referee: Pedro Proença (Portugal)",1994
Greece ,2, Ivory Coast,1,24 June 201417:00 BRT (UTC−3),"Estádio Castelão, FortalezaAttendance: 59,095Referee: Carlos Vera (Ecuador)",1994
Uruguay ,1, Costa Rica,3,14 June 201416:00 BRT (UTC−3),"Estádio Castelão, FortalezaAttendance: 58,679Referee: Felix Brych (Germany)[77]",1994
England ,1, Italy,2,14 June 201418:00 AMT (UTC−4),"Arena da Amazônia, ManausAttendance: 39,800Referee: Björn Kuipers (Netherlands)[77]",1994
Uruguay ,2, England,1,19 June 201416:00 BRT (UTC−3),"Arena de São Paulo, São PauloAttendance: 62,575Referee: Carlos Velasco Carballo (Spain)",1994
Italy ,0, Costa Rica,1,20 June 201413:00 BRT (UTC−3),"Itaipava Arena Pernambuco, RecifeAttendance: 40,285Referee: Enrique Osses (Chile)",1994
Italy ,0, Uruguay,1,24 June 201413:00 BRT (UTC−3),"Arena das Dunas, NatalAttendance: 39,706Referee: Marco Rodríguez (Mexico)",1994
Costa Rica ,0, England,0,24 June 201413:00 BRT (UTC−3),"Estádio Mineirão, Belo HorizonteAttendance: 57,823Referee: Djamel Haimoudi (Algeria)",1994
Switzerland ,2, Ecuador,1,15 June 201413:00 BRT (UTC−3),"Estádio Nacional Mané Garrincha, BrasíliaAttendance: 68,351Referee: Ravshan Irmatov (Uzbekistan)[78]",1994
France ,3, Honduras,0,15 June 201416:00 BRT (UTC−3),"Estádio Beira-Rio, Porto AlegreAttendance: 43,012Referee: Sandro Ricci (Brazil)[78]",1994
Switzerland ,2, France,5,20 June 201416:00 BRT (UTC−3),"Itaipava Arena Fonte Nova, SalvadorAttendance: 51,003Referee: Björn Kuipers (Netherlands)",1994
Honduras ,1, Ecuador,2,20 June 201419:00 BRT (UTC−3),"Arena da Baixada, CuritibaAttendance: 39,224Referee: Ben Williams (Australia)",1994
Honduras ,0, Switzerland,3,25 June 201416:00 AMT (UTC−4),"Arena da Amazônia, ManausAttendance: 40,322Referee: Néstor Pitana (Argentina)",1994
Ecuador ,0, France,0,25 June 201417:00 BRT (UTC−3),"Estádio do Maracanã, Rio de JaneiroAttendance: 73,749Referee: Noumandiez Doué (Ivory Coast)",1994
Argentina ,2, Bosnia and Herzegovina,1,15 June 201419:00 BRT (UTC−3),"Estádio do Maracanã, Rio de JaneiroAttendance: 74,738Referee: Joel Aguilar (El Salvador)[79]",1994
Iran ,0, Nigeria,0,16 June 201416:00 BRT (UTC−3),"Arena da Baixada, CuritibaAttendance: 39,081Referee: Carlos Vera (Ecuador)",1994
Argentina ,1, Iran,0,21 June 201413:00 BRT (UTC−3),"Estádio Mineirão, Belo HorizonteAttendance: 57,698Referee: Milorad Mažić (Serbia)",1994
Nigeria ,1, Bosnia and Herzegovina,0,21 June 201418:00 AMT (UTC−4),"Arena Pantanal, CuiabáAttendance: 40,499Referee: Peter O'Leary (New Zealand)",1994
Nigeria ,2, Argentina,3,25 June 201413:00 BRT (UTC−3),"Estádio Beira-Rio, Porto AlegreAttendance: 43,285Referee: Nicola Rizzoli (Italy)",1994
Bosnia and Herzegovina ,3, Iran,1,25 June 201413:00 BRT (UTC−3),"Itaipava Arena Fonte Nova, SalvadorAttendance: 48,011Referee: Carlos Velasco Carballo (Spain)",1994
Germany ,4, Portugal,0,16 June 201413:00 BRT (UTC−3),"Itaipava Arena Fonte Nova, SalvadorAttendance: 51,081Referee: Milorad Mažić (Serbia)",1994
Ghana ,1, United States,2,16 June 201419:00 BRT (UTC−3),"Arena das Dunas, NatalAttendance: 39,760Referee: Jonas Eriksson (Sweden)",1994
Germany ,2, Ghana,2,21 June 201416:00 BRT (UTC−3),"Estádio Castelão, FortalezaAttendance: 59,621Referee: Sandro Ricci (Brazil)",1994
United States ,2, Portugal,2,22 June 201418:00 AMT (UTC−4),"Arena da Amazônia, ManausAttendance: 40,123Referee: Néstor Pitana (Argentina)",1994
United States ,0, Germany,1,26 June 201413:00 BRT (UTC−3),"Itaipava Arena Pernambuco, RecifeAttendance: 41,876Referee: Ravshan Irmatov (Uzbekistan)",1994
Portugal ,2, Ghana,1,26 June 201413:00 BRT (UTC−3),"Estádio Nacional Mané Garrincha, BrasíliaAttendance: 67,540Referee: Nawaf Shukralla (Bahrain)",1994
Belgium ,2, Algeria,1,17 June 201413:00 BRT (UTC−3),"Estádio Mineirão, Belo HorizonteAttendance: 56,800Referee: Marco Rodríguez (Mexico)",1994
Russia ,1, South Korea,1,17 June 201418:00 AMT (UTC−4),"Arena Pantanal, CuiabáAttendance: 37,603Referee: Néstor Pitana (Argentina)",1994
Belgium ,1, Russia,0,22 June 201413:00 BRT (UTC−3),"Estádio do Maracanã, Rio de JaneiroAttendance: 73,819Referee: Felix Brych (Germany)",1994
South Korea ,2, Algeria,4,22 June 201416:00 BRT (UTC−3),"Estádio Beira-Rio, Porto AlegreAttendance: 42,732Referee: Wilmar Roldán (Colombia)",1994
South Korea ,0, Belgium,1,26 June 201417:00 BRT (UTC−3),"Arena de São Paulo, São PauloAttendance: 61,397Referee: Ben Williams (Australia)",1994
Algeria ,1, Russia,1,26 June 201417:00 BRT (UTC−3),"Arena da Baixada, CuritibaAttendance: 39,311Referee: Cüneyt Çakır (Turkey)",1994
Brazil ,1, Chile,1,28 June 201413:00 BRT (UTC−3),"Estádio Mineirão, Belo HorizonteAttendance: 57,714Referee: Howard Webb (England)",1994
Colombia ,2, Uruguay,0,28 June 201417:00 BRT (UTC−3),"Estádio do Maracanã, Rio de JaneiroAttendance: 73,804Referee: Björn Kuipers (Netherlands)",1994
Netherlands ,2, Mexico,1,29 June 201413:00 BRT (UTC−3),"Estádio Castelão, FortalezaAttendance: 58,817Referee: Pedro Proença (Portugal)",1994
Costa Rica ,1, Greece,1,29 June 201417:00 BRT (UTC−3),"Itaipava Arena Pernambuco, RecifeAttendance: 41,242Referee: Ben Williams (Australia)",1994
France ,2, Nigeria,0,30 June 201413:00 BRT (UTC−3),"Estádio Nacional Mané Garrincha, BrasíliaAttendance: 67,882Referee: Mark Geiger (United States)",1994
Germany ,2, Algeria,1,30 June 201417:00 BRT (UTC−3),"Estádio Beira-Rio, Porto AlegreAttendance: 43,063Referee: Sandro Ricci (Brazil)",1994
